iter	RMSE
140	2021.517004
141	2019.927177
142	2018.184347
143	2016.390767
144	2014.790424
145	2013.294989
146	2011.672583
147	2010.329128
148	2009.004341
149	2007.482163
150	2006.346504
151	2004.931508
152	2003.460512
153	2002.149443
154	2000.867612
155	1999.315624
156	1997.790223
157	1996.418302
158	1995.061635
159	1993.963911
160	1992.470761
161	1991.280009
162	1990.027942
163	1988.712678
164	1987.373602
165	1986.237831
166	1985.114352
167	1984.188298
168	1983.376419
169	1981.782416
170	1980.667799
171	1979.809115
172	1978.751026
173	1977.898121
174	1976.944975
175	1975.741623
176	1974.711183
177	1973.057314
178	1972.348415
179	1971.184123
180	1970.458961
181	1969.565454
182	1968.536089
183	1967.654185
184	1966.328207
185	1964.839914
186	1964.098531
187	1963.330659
188	1961.836292
189	1961.165452
190	1960.18512
191	1959.155478
192	1957.964995
193	1957.233808
194	1956.499601
195	1955.634549
196	1954.348171
197	1953.541761
198	1952.352189
199	1951.766311
200	1951.092494
201	1950.025604
202	1949.289099
203	1948.478817
204	1947.656777
205	1946.928186
206	1946.219982
207	1945.368414
208	1944.574643
209	1943.95366
210	1942.972347
211	1942.216706
212	1941.209439
213	1940.511252
214	1939.628376
215	1938.886166
216	1938.060618
217	1937.558298
218	1936.925807
219	1936.372991
220	1935.744154
221	1935.258085
222	1934.678679
223	1934.139978
224	1933.544311
225	1932.744052
226	1932.063807
227	1931.03082
228	1930.009253
229	1929.205161
230	1928.749036
231	1928.185103
232	1927.172217
233	1926.31373
234	1925.329188
235	1924.835085
236	1923.830588
237	1923.054041
238	1922.419031
239	1921.637202
240	1920.984169
241	1920.534087
242	1920.120175
243	1919.446
244	1918.569456
245	1917.905043
246	1917.275655
247	1916.733811
248	1916.309322
249	1915.630518
250	1914.914742
251	1914.431187
252	1913.450655
253	1912.734566
254	1912.234711
255	1911.653882
256	1911.07184
257	1910.284838
258	1909.714866
259	1909.001641
260	1908.441878
261	1908.012912
262	1907.404675
263	1906.850697
264	1906.343797
265	1905.700416
266	1905.292293
267	1904.810659
268	1903.990484
269	1903.291952
270	1902.455194
271	1901.78153
272	1901.197992
273	1900.364169
274	1899.686733
275	1899.276151
276	1898.648085
277	1898.310043
278	1897.669474
279	1897.070536
280	1896.531751
281	1896.146813
282	1895.71014
283	1895.20276
284	1894.733263
285	1893.99728
286	1893.52262
287	1893.123917
288	1892.564059
289	1891.884061
290	1891.519881
291	1890.927426
292	1890.326437
293	1889.943605
294	1889.538588
295	1889.086555
296	1888.388614
297	1888.07756
298	1887.540292
299	1887.022346
300	1886.22458
301	1885.835149
302	1885.513318
303	1885.106836
304	1884.881562
305	1884.490412
306	1884.117499
307	1883.833598
308	1883.382267
309	1882.699063
310	1882.282077
311	1881.578302
312	1881.139336
313	1880.786592
314	1880.424944
315	1880.048392
316	1879.637079
317	1879.137521
318	1878.76275
319	1878.277093
320	1877.82811
321	1877.341697
322	1877.019897
323	1876.67461
324	1876.249527
325	1875.849495
326	1875.65984
327	1875.249489
328	1874.846051
329	1874.175489
330	1873.848929
331	1873.301002
332	1873.017533
333	1872.570011
334	1872.112171
335	1871.82761
336	1871.448481
337	1871.169654
338	1870.561797
339	1870.146372
340	1869.761781
341	1869.191566
342	1868.594495
343	1868.22045
344	1867.920354
345	1867.50883
346	1867.184768
347	1866.953551
348	1866.555432
349	1866.252023
350	1865.812621
351	1865.528116
352	1864.940703
353	1864.583513
354	1864.226822
355	1863.88095
356	1863.501775
357	1863.151401
358	1862.751828
359	1862.478123
360	1862.16069
361	1861.810452
362	1861.4063
363	1860.917964
364	1860.584908
365	1860.377021
366	1860.10471
367	1859.726853
368	1859.393458
369	1859.113664
370	1858.768558
371	1858.337483
372	1857.918685
373	1857.68176
374	1857.349974
375	1857.081719
376	1856.63118
377	1856.224156
378	1855.933075
379	1855.569619
380	1855.074367
381	1854.686735
382	1854.312402
383	1854.123845
384	1853.827328
385	1853.569894
386	1853.355873
387	1852.891881
388	1852.686069
389	1852.264746
390	1851.880081
391	1851.441178
392	1851.187379
393	1850.794852
394	1850.621096
395	1850.394594
396	1849.862713
397	1849.55268
398	1849.230782
399	1848.895483
400	1848.587868
401	1848.29146
402	1848.007257
403	1847.586259
404	1847.326578
405	1847.077241
406	1846.665639
407	1846.264925
408	1846.033532
409	1845.842807
410	1845.628728
411	1845.359136
412	1845.051305
413	1844.62266
414	1844.313192
415	1843.950524
416	1843.628283
417	1843.337802
418	1843.025675
419	1842.790147
420	1842.432989
421	1842.182068
422	1841.905652
423	1841.688752
424	1841.242207
425	1841.029152
426	1840.730367
427	1840.390052
428	1840.125641
429	1839.895564
430	1839.627825
431	1839.335921
432	1839.043342
433	1838.694331
434	1838.364563
435	1838.157887
436	1837.980551
437	1837.816146
438	1837.550076
439	1837.279487
440	1836.984285
441	1836.78548
442	1836.485036
443	1836.244775
444	1835.994501
445	1835.708239
446	1835.44919
447	1834.969237
448	1834.806504
449	1834.38946
450	1834.143936
451	1833.811106
452	1833.406336
453	1833.176273
454	1832.847796
455	1832.584463
456	1832.291993
457	1831.981924
458	1831.683231
459	1831.401887
460	1831.095355
461	1830.872581
462	1830.60597
463	1830.396698
464	1830.087954
465	1829.773578
466	1829.505295
467	1829.323529
468	1829.166128
469	1828.851061
470	1828.632737
471	1828.276131
472	1828.04573
473	1827.810303
474	1827.550916
475	1827.266502
476	1827.041289
477	1826.823938
478	1826.605254
479	1826.344868
480	1826.142554
481	1825.894844
482	1825.627545
483	1825.299658
484	1825.13896
485	1824.886381
486	1824.762789
487	1824.513429
488	1824.314003
489	1824.146743
490	1823.910852
491	1823.693992
492	1823.428225
493	1823.223945
494	1823.0036
495	1822.68294
496	1822.514736
497	1822.248922
498	1821.99621
499	1821.762112
