iter	Passed	Remaining
367	37619	13493
368	37752	13402
369	37859	13301
370	37968	13201
371	38078	13102
372	38188	13002
373	38273	12894
374	38377	12792
375	38472	12687
376	38571	12584
377	38668	12480
378	38769	12377
379	38854	12269
380	38944	12163
381	39039	12059
382	39141	11957
383	39241	11854
384	39359	11756
385	39513	11669
386	39614	11566
387	39716	11464
388	39802	11357
389	39898	11253
390	39996	11150
391	40115	11052
392	40213	10948
393	40313	10845
394	40430	10747
395	40545	10648
396	40647	10545
397	40757	10445
398	40858	10342
399	40966	10241
400	41073	10140
401	41185	10040
402	41280	9936
403	41394	9836
404	41479	9729
405	41581	9627
406	41665	9520
407	41770	9418
408	41867	9315
409	41970	9212
410	42078	9111
411	42193	9012
412	42296	8909
413	42406	8809
414	42507	8706
415	42623	8606
416	42741	8507
417	42856	8407
418	42965	8306
419	43088	8207
420	43200	8106
421	43289	8001
422	43374	7895
423	43469	7791
424	43568	7688
425	43679	7587
426	43794	7487
427	43932	7390
428	44072	7294
429	44195	7194
430	44324	7096
431	44438	6994
432	44558	6894
433	44668	6792
434	44773	6690
435	44874	6587
436	44985	6485
437	45098	6383
438	45221	6283
439	45333	6181
440	45439	6079
441	45528	5974
442	45620	5869
443	45719	5766
444	45814	5662
445	45904	5557
446	45987	5452
447	46081	5348
448	46177	5245
449	46277	5141
450	46373	5038
451	46464	4934
452	46552	4829
453	46670	4728
454	46768	4625
455	46866	4522
456	46964	4418
457	47060	4315
458	47163	4212
459	47254	4109
460	47362	4006
461	47452	3903
462	47551	3799
463	47649	3696
464	47737	3593
465	47839	3490
466	47932	3387
467	48013	3282
468	48113	3180
469	48224	3078
470	48328	2975
471	48427	2872
472	48494	2768
473	48597	2665
474	48692	2562
475	48786	2459
476	48891	2357
477	48974	2254
478	49067	2151
479	49163	2048
480	49253	1945
481	49354	1843
482	49450	1740
483	49536	1637
484	49646	1535
485	49745	1433
486	49839	1330
487	49954	1228
488	50076	1126
489	50173	1023
490	50280	921
491	50381	819
492	50500	717
493	50594	614
494	50705	512
495	50812	409
496	50907	307
497	51001	204
498	51101	102
499	51194	0
