iter	RMSE
244	1919.768156
245	1919.199889
246	1918.602315
247	1917.928993
248	1917.459251
249	1916.910162
250	1916.280206
251	1915.596536
252	1915.207189
253	1914.792652
254	1913.971061
255	1913.262468
256	1912.653799
257	1912.076776
258	1911.346056
259	1910.666069
260	1910.456606
261	1909.895368
262	1909.113239
263	1908.729625
264	1908.169483
265	1907.533244
266	1906.709461
267	1906.407497
268	1905.850641
269	1905.262776
270	1904.832067
271	1904.157133
272	1903.664467
273	1903.036199
274	1902.581478
275	1902.011151
276	1901.474741
277	1900.927649
278	1900.542313
279	1899.652362
280	1898.946247
281	1898.40978
282	1897.877626
283	1897.566725
284	1897.085731
285	1896.229824
286	1895.883323
287	1895.509989
288	1894.924661
289	1894.619733
290	1894.043955
291	1893.802026
292	1893.288507
293	1892.757856
294	1892.238909
295	1891.886791
296	1891.135315
297	1890.551684
298	1890.159721
299	1889.637262
300	1889.197472
301	1888.666602
302	1888.090402
303	1887.575843
304	1886.860059
305	1886.219281
306	1885.490932
307	1885.200381
308	1884.609588
309	1884.115792
310	1883.578692
311	1883.217481
312	1882.701335
313	1882.116384
314	1881.878508
315	1881.441781
316	1880.993554
317	1880.658947
318	1880.242256
319	1879.696443
320	1879.470342
321	1878.988621
322	1878.785006
323	1878.419498
324	1877.975985
325	1877.681177
326	1877.434062
327	1876.899093
328	1876.452005
329	1876.066832
330	1875.680704
331	1875.20316
332	1874.715942
333	1874.401247
334	1874.052371
335	1873.58464
336	1873.097353
337	1872.734973
338	1872.408865
339	1871.953528
340	1871.502307
341	1871.17686
342	1870.588946
343	1870.145066
344	1869.674172
345	1869.282507
346	1868.880595
347	1868.588301
348	1868.16147
349	1867.821137
350	1867.384833
351	1866.918557
352	1866.480329
353	1866.129942
354	1865.651949
355	1865.14605
356	1864.783614
357	1864.491786
358	1864.131702
359	1863.850987
360	1863.414655
361	1863.022386
362	1862.665477
363	1862.387063
364	1861.982907
365	1861.52926
366	1861.161943
367	1860.748541
368	1860.356757
369	1859.857918
370	1859.427545
371	1858.990045
372	1858.527246
373	1858.227054
374	1857.78138
375	1857.393528
376	1857.170918
377	1856.82631
378	1856.490885
379	1856.129438
380	1855.985678
381	1855.528233
382	1855.323901
383	1854.985154
384	1854.785703
385	1854.497683
386	1854.096139
387	1853.907307
388	1853.582048
389	1853.139768
390	1852.675808
391	1852.271236
392	1851.8524
393	1851.44976
394	1851.205668
395	1850.790922
396	1850.560188
397	1850.378555
398	1850.097741
399	1849.701998
400	1849.289015
401	1848.888799
402	1848.636055
403	1848.423326
404	1848.225755
405	1847.835473
406	1847.465046
407	1847.119821
408	1846.729781
409	1846.406094
410	1846.08338
411	1845.745997
412	1845.370874
413	1845.016728
414	1844.674815
415	1844.442051
416	1844.185112
417	1843.783608
418	1843.549389
419	1843.121679
420	1842.821461
421	1842.381507
422	1841.960083
423	1841.598957
424	1841.255621
425	1840.940476
426	1840.499182
427	1840.215338
428	1840.004015
429	1839.749391
430	1839.490468
431	1839.170001
432	1838.726121
433	1838.37228
434	1838.064505
435	1837.669407
436	1837.363846
437	1836.982494
438	1836.669764
439	1836.434817
440	1836.136635
441	1835.813902
442	1835.568444
443	1835.317567
444	1835.013097
445	1834.706957
446	1834.489971
447	1834.236107
448	1833.879273
449	1833.440782
450	1833.137369
451	1832.850445
452	1832.728151
453	1832.396085
454	1832.06188
455	1831.822993
456	1831.44654
457	1831.242875
458	1830.916686
459	1830.665425
460	1830.483029
461	1830.241372
462	1830.044077
463	1829.769565
464	1829.539959
465	1829.2636
466	1828.992583
467	1828.760385
468	1828.440334
469	1828.29778
470	1827.99408
471	1827.76154
472	1827.480815
473	1827.270105
474	1827.097752
475	1826.802306
476	1826.484847
477	1826.214436
478	1825.98789
479	1825.740367
480	1825.514309
481	1825.337009
482	1825.070548
483	1824.88661
484	1824.647705
485	1824.542454
486	1824.34332
487	1824.01062
488	1823.815301
489	1823.649862
490	1823.45882
491	1823.278371
492	1823.074049
493	1822.701527
494	1822.434936
495	1822.171522
496	1821.977181
497	1821.787483
498	1821.576675
499	1821.487367
