iter	RMSE
260	1911.941686
261	1911.33502
262	1910.834696
263	1910.308756
264	1909.425288
265	1908.643211
266	1907.978677
267	1907.38147
268	1906.840886
269	1906.509487
270	1906.072834
271	1905.64788
272	1905.249697
273	1904.787356
274	1904.292074
275	1903.74123
276	1903.219753
277	1902.557169
278	1902.033806
279	1901.38972
280	1900.641311
281	1900.096534
282	1899.641482
283	1899.271893
284	1898.889582
285	1898.399285
286	1897.966989
287	1897.396026
288	1897.02954
289	1896.686707
290	1896.223637
291	1895.462324
292	1894.968835
293	1894.281439
294	1893.785679
295	1893.440561
296	1892.87874
297	1892.236627
298	1891.884122
299	1891.348339
300	1890.755273
301	1890.427068
302	1889.904147
303	1889.324487
304	1888.856506
305	1888.317347
306	1888.079106
307	1887.469065
308	1887.142334
309	1886.70599
310	1886.135302
311	1885.611225
312	1885.178019
313	1884.802009
314	1884.334933
315	1884.085803
316	1883.784478
317	1883.431791
318	1883.064154
319	1882.626386
320	1882.220456
321	1881.590616
322	1881.162586
323	1880.666854
324	1880.310518
325	1879.927089
326	1879.560729
327	1879.304209
328	1879.070926
329	1878.677037
330	1878.21748
331	1877.714027
332	1877.348171
333	1876.835357
334	1876.534182
335	1876.268991
336	1875.882491
337	1875.331479
338	1874.764537
339	1874.282189
340	1873.890655
341	1873.452299
342	1873.001312
343	1872.652517
344	1872.300359
345	1871.926217
346	1871.358153
347	1870.862157
348	1870.631687
349	1870.194531
350	1869.830356
351	1869.488565
352	1869.167657
353	1868.866332
354	1868.537364
355	1868.182091
356	1867.909662
357	1867.555569
358	1867.157834
359	1866.916277
360	1866.614193
361	1866.397146
362	1865.996314
363	1865.705399
364	1865.422217
365	1865.004579
366	1864.722553
367	1864.341547
368	1864.014755
369	1863.524094
370	1863.234075
371	1862.799957
372	1862.415388
373	1862.060509
374	1861.658265
375	1861.370386
376	1861.031339
377	1860.787495
378	1860.364954
379	1859.958038
380	1859.717065
381	1859.274804
382	1859.019308
383	1858.528667
384	1858.2537
385	1857.746316
386	1857.394266
387	1857.177321
388	1856.740248
389	1856.370526
390	1856.004461
391	1855.747882
392	1855.392794
393	1855.227653
394	1854.892274
395	1854.555941
396	1854.253902
397	1853.873988
398	1853.578081
399	1853.181551
400	1852.964392
401	1852.614084
402	1852.36128
403	1852.102377
404	1851.850228
405	1851.608677
406	1851.16409
407	1850.782064
408	1850.494856
409	1850.227759
410	1849.967138
411	1849.634386
412	1849.262433
413	1848.855585
414	1848.64858
415	1848.428075
416	1847.901821
417	1847.517727
418	1847.272549
419	1846.903603
420	1846.535108
421	1846.241544
422	1845.889419
423	1845.566583
424	1845.229735
425	1844.907424
426	1844.589881
427	1844.413218
428	1844.211628
429	1843.816422
430	1843.57826
431	1843.238496
432	1842.935956
433	1842.74189
434	1842.427005
435	1842.075842
436	1841.841184
437	1841.499343
438	1841.26036
439	1841.028692
440	1840.625656
441	1840.321736
442	1840.10742
443	1839.895522
444	1839.621751
445	1839.33925
446	1839.132875
447	1838.819718
448	1838.501389
449	1838.274889
450	1838.018899
451	1837.689645
452	1837.487362
453	1837.273383
454	1837.044566
455	1836.931548
456	1836.741782
457	1836.543305
458	1836.175476
459	1835.943452
460	1835.718023
461	1835.350693
462	1835.106603
463	1834.754303
464	1834.47931
465	1834.27526
466	1834.00087
467	1833.650621
468	1833.32994
469	1832.985166
470	1832.673587
471	1832.451418
472	1832.210883
473	1831.969631
474	1831.695551
475	1831.366577
476	1831.155623
477	1830.933493
478	1830.743964
479	1830.549955
480	1830.302076
481	1830.036793
482	1829.779988
483	1829.501226
484	1829.174988
485	1829.050454
486	1828.883407
487	1828.743214
488	1828.421163
489	1828.243963
490	1828.043666
491	1827.826847
492	1827.64929
493	1827.377733
494	1827.08366
495	1826.897191
496	1826.672691
497	1826.342879
498	1826.150312
499	1825.969667
